LOCATION,RIVMILE,COLL_DATE,Replicate,MoYr,RM_MoYr_Rep,MACRO_GENSPECIES,INDIV
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Acerpenna pygmaea,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Acroneuria abnormis,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Agnetina capitata,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Baetis intercalaris,3
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Caenis sp.,6
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Heptagenia sp.,5
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Isonychia sp.,6
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Leucrocuta sp.,7
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Maccaffertium mediopunctatum,7
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Maccaffertium modestum,9
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Neureclipsis sp.,2
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Polypedilum fallax gr.,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Promoresia tardella,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Pseudocloeon sp.,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Rheotanytarsus sp.,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Stenacron interpunctatum,17
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Stenelmis sp.,1
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Stenochironomus sp.,2
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Tricorythodes sp.,2
REGI,2.8,8/19/2015,4,Aug-15,2.8-Aug 2015-4,Undetermined Turbellaria,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Ablabesmyia mallochi,2
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Caenis sp.,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Maccaffertium sp.,3
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Macronychus glabratus,2
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Neureclipsis sp.,3
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Nyctiophylax sp.,3
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Physella sp.,3
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Polycentropus sp.,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Polypedilum flavum,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Procloeon sp.,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Prostoma graecense,3
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Stenacron interpunctatum,36
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Stenelmis sp.,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Stenochironomus sp.,1
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Stylaria lacustris,2
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Tricorythodes sp.,2
REGI,3.1,8/19/2015,1,Aug-15,3.1-Aug 2015-1,Undetermined Turbellaria,7
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Ceraclea sp.,1
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Leucrocuta sp.,6
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Maccaffertium mediopunctatum,1
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Maccaffertium modestum,6
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Neureclipsis sp.,2
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Physella sp.,3
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Polypedilum fallax gr.,2
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Prostoma graecense,1
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Pseudocloeon sp.,1
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Stenacron interpunctatum,38
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Stenochironomus sp.,5
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Stylaria lacustris,3
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Undetermined Hydrobiidae,2
REGI,3.1,8/19/2015,2,Aug-15,3.1-Aug 2015-2,Undetermined Turbellaria,4
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Ablabesmyia mallochi,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Acerpenna pygmaea,2
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Cricotopus/Orthocladius Complex,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Dicrotendipes sp.,3
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Dineutus sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Hydroptila sp.,13
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Labrundinia sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Leucrocuta sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Maccaffertium modestum,4
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Maccaffertium vicarium,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Macronychus glabratus,5
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Microtendipes pedellus gr.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Nanocladius sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Neureclipsis sp.,6
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Nilotanypus sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Oxyethira sp.,6
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Physella sp.,3
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Procloeon sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Prostoma graecense,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Pseudocloeon sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Simulium sp.,1
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Stenacron interpunctatum,39
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Tanytarsus sp.,2
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Tricorythodes sp.,6
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Undetermined Hydrobiidae,2
REGI,3.1,8/19/2015,3,Aug-15,3.1-Aug 2015-3,Undetermined Turbellaria,10
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Ablabesmyia mallochi,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Dicrotendipes sp.,2
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Leucrocuta sp.,7
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Maccaffertium sp.,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Microtendipes pedellus gr.,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Neureclipsis sp.,5
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Nyctiophylax sp.,2
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Polypedilum tritum,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Promoresia tardella,2
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Stenacron interpunctatum,25
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Stenelmis sp.,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Tricorythodes sp.,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Undetermined Corduliidae,1
REGI,3.1,8/19/2015,4,Aug-15,3.1-Aug 2015-4,Undetermined Turbellaria,4
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Acerpenna pygmaea,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Acroneuria sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Hydroptila sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Leucrocuta sp.,4
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Macronychus glabratus,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Neureclipsis sp.,2
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Pentaneura sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Physella sp.,2
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Simulium sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Stenacron sp.,3
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Stenochironomus sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Thienemannimyia gr. spp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Tricorythodes sp.,1
REGI,3.3,8/19/2015,1,Aug-15,3.3-Aug 2015-1,Undetermined Hydrobiidae,5
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Ablabesmyia mallochi,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Acerpenna pygmaea,2
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Acroneuria sp.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Caenis sp.,7
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Cricotopus/Orthocladius Complex,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Dicrotendipes sp.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Leucrocuta sp.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Maccaffertium modestum,7
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Maccaffertium sp.,2
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Maccaffertium vicarium,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Neureclipsis sp.,2
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Plauditus sp.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Polycentropus sp.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Polypedilum fallax gr.,1
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Polypedilum flavum,4
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Stenacron sp.,7
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Stenelmis sp.,3
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Tricorythodes sp.,3
REGI,3.3,8/19/2015,2,Aug-15,3.3-Aug 2015-2,Undetermined Hydrobiidae,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Acerpenna pygmaea,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Acroneuria sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Caenis sp.,3
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Heptagenia sp.,2
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Labrundinia sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Leucrocuta sp.,7
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Maccaffertium modestum,11
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Maccaffertium sp.,2
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Maccaffertium vicarium,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Phaenopsectra sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Physella sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Plauditus sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Stenacron sp.,7
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Stenochironomus sp.,2
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Tanytarsus sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Tricorythodes sp.,1
REGI,3.3,8/19/2015,3,Aug-15,3.3-Aug 2015-3,Undetermined Turbellaria,1
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Ablabesmyia mallochi,2
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Acroneuria sp.,1
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Caenis sp.,3
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Dreissena polymorpha,8
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Leucrocuta sp.,2
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Maccaffertium sp.,4
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Macronychus glabratus,1
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Stenacron sp.,14
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Thienemannimyia gr. spp.,1
REGI,3.3,8/19/2015,4,Aug-15,3.3-Aug 2015-4,Tricorythodes sp.,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Acroneuria sp.,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Cricotopus/Orthocladius Complex,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Dicrotendipes sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Labrundinia sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Leucrocuta sp.,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Maccaffertium sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Microtendipes rydalensis gr.,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Neureclipsis sp.,3
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Physella sp.,12
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Rheotanytarsus sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Stenacron sp.,6
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Stenelmis sp.,2
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Tanytarsus sp.,3
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Thienemanniella sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Tribelos/Endochironomus/Phaenopsectra Co,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Tricorythodes sp.,1
REGI,4,8/19/2015,1,Aug-15,4-Aug 2015-1,Undetermined Hydrobiidae,3
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Caenis sp.,2
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Cladotanytarsus sp.,2
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Cricotopus sp.,8
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Dicrotendipes sp.,5
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Maccaffertium sp.,9
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Maccaffertium vicarium,1
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Nais sp.,1
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Neureclipsis sp.,2
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Physella sp.,7
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Plauditus sp.,1
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Polypedilum fallax gr.,3
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Polypedilum flavum,4
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Procloeon sp.,1
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Rheotanytarsus exiguus gr.,4
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Stenacron sp.,4
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Tanytarsus sp.,6
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Thienemannimyia gr. spp.,1
REGI,4,8/19/2015,2,Aug-15,4-Aug 2015-2,Tricorythodes sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Acroneuria abnormis,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Baetis intercalaris,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Cricotopus/Orthocladius Complex,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Dicrotendipes sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Hydropsyche sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Leucrocuta sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Maccaffertium modestum,13
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Maccaffertium vicarium,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Neureclipsis sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Pentaneura sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Physella sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Plauditus sp.,2
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Polypedilum flavum,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Rheotanytarsus sp.,7
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Simulium sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Stenacron sp.,4
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Stenelmis sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Synorthocladius sp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Tanytarsus sp.,2
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Thienemannimyia gr. spp.,1
REGI,4,8/19/2015,3,Aug-15,4-Aug 2015-3,Tricorythodes sp.,3
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Ablabesmyia mallochi,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Cryptochironomus sp.,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Leucrocuta sp.,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Maccaffertium sp.,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Maccaffertium vicarium,2
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Macronychus glabratus,4
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Microtendipes pedellus gr.,2
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Stelechomyia sp.,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Stenacron sp.,16
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Tanytarsus sp.,1
REGI,4,8/19/2015,4,Aug-15,4-Aug 2015-4,Thienemannimyia gr. spp.,1
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Baetis intercalaris,11
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Heterocloeon curiosum,14
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Maccaffertium sp.,1
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Nanocladius sp.,1
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Paragnetina immarginata,6
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Paragnetina media,7
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Polypedilum flavum,3
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Simulium sp.,3
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Stenelmis sp.,1
REGI,7.8,8/19/2015,1,Aug-15,7.8-Aug 2015-1,Undetermined Hydroptilidae,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Acerpenna pygmaea,2
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Acroneuria abnormis,3
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Baetis flavistriga,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Baetis intercalaris,4
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Ceratopsyche bronta,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Ceratopsyche morosa,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Ephemerella sp.,2
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Heptagenia sp.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Maccaffertium sp.,8
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Nanocladius sp.,2
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Paragnetina immarginata,4
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Pentaneura sp.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Plauditus sp.,3
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Polypedilum flavum,3
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Rheotanytarsus exiguus gr.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Stenochironomus sp.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Thienemanniella sp.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Tricorythodes sp.,1
REGI,7.8,8/19/2015,2,Aug-15,7.8-Aug 2015-2,Undetermined Turbellaria,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Acroneuria abnormis,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Baetis intercalaris,12
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Baetis pluto,2
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Brachycentrus appalachia,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Ceratopsyche bronta,3
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Cheumatopsyche sp.,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Cricotopus bicinctus,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Epeorus vitreus,2
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Ferrissia sp.,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Heterocloeon curiosum,8
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Hydropsyche leonardi,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Maccaffertium sp.,2
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Nanocladius sp.,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Paragnetina immarginata,11
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Paragnetina media,3
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Plauditus sp.,2
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Polypedilum flavum,8
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Promoresia tardella,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Rheotanytarsus exiguus gr.,2
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Serratella deficiens,3
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Simulium sp.,1
REGI,7.8,8/19/2015,3,Aug-15,7.8-Aug 2015-3,Thienemanniella sp.,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Acroneuria abnormis,4
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Baetis intercalaris,39
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Brachycentrus appalachia,2
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Ceratopsyche bronta,4
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Chimarra obscura,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Cricotopus sp.,3
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Epeorus sp.,2
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Helicopsyche borealis,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Heterocloeon curiosum,6
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Hydropsyche leonardi,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Maccaffertium sp.,2
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Macronychus glabratus,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Nanocladius sp.,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Neureclipsis sp.,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Paragnetina immarginata,14
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Paragnetina media,4
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Plauditus sp.,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Polypedilum flavum,5
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Psephenus herricki,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Rheotanytarsus exiguus gr.,1
REGI,7.8,8/19/2015,4,Aug-15,7.8-Aug 2015-4,Serratella deficiens,4
